FID	place_name	category1	dem_MEAN	fac_MEAN	distance_MEAN	gradient_MEAN	relief_MEAN	roughness_MEAN	DEM_RANGE
15481	山仔腳	山	28.27 	10973.64 	314.51 	10.32 	111.69 	0.16 	33
40719	玉山一村	山	28.38 	23.41 	1035.49 	1.71 	17.28 	0.02 	19
20252	山腳	山	28.45 	191.79 	372.10 	0.83 	42.47 	0.02 	163
1007	山腳	山	28.46 	1123.98 	916.02 	1.10 	5.59 	0.06 	104
30577	枕碩山腳	山	28.50 	577.89 	269.17 	4.21 	26.36 	0.07 	83
4968	玉山一村	山	28.51 	125.32 	424.73 	14.88 	272.55 	0.02 	24
31097	山仔腳	山	28.52 	6341.17 	733.37 	11.35 	16.66 	0.13 	52
33108	山子腳	山	28.52 	18699.41 	821.09 	1.26 	8.60 	0.01 	52
40720	玉山二村	山	28.53 	604.73 	959.86 	1.26 	18.04 	0.02 	24
15028	番仔山	山	28.54 	40.42 	521.52 	29.81 	137.66 	0.01 	158
16777	豐年山莊	山	28.77 	157.98 	557.06 	0.90 	50.52 	0.02 	144
39602	枕頭山腳	山	28.78 	1059.55 	580.79 	1.50 	134.28 	0.01 	83
30573	枕碩山腳	山	28.90 	1303.25 	505.05 	2.16 	7.74 	0.02 	83
17365	蓬萊山莊	山	29.01 	69.77 	219.63 	20.70 	508.84 	0.27 	41
22250	高爾夫山莊	山	29.24 	241.47 	381.52 	0.62 	106.36 	0.03 	42
31259	金印山莊	山	29.27 	25.13 	690.34 	1.08 	266.92 	0.25 	101
1438	店仔山口	山	29.30 	47.50 	670.90 	24.34 	21.86 	0.01 	63
41053	山子腳	山	29.36 	2262.86 	281.26 	3.81 	10.67 	0.45 	136
4970	阿里山村	山	29.38 	39.83 	315.30 	1.46 	219.39 	0.01 	27
4946	三山國王	山	29.54 	153.06 	473.28 	0.91 	8.53 	0.01 	15
30574	枕碩山腳	山	29.55 	139.53 	175.47 	16.80 	149.15 	0.09 	87
16255	東山鴨頭	山	29.67 	65.66 	515.81 	22.93 	541.33 	0.11 	11
17502	潮汕山莊	山	29.73 	2986.96 	796.56 	1.98 	68.30 	0.02 	50
32673	半山雅	山	29.80 	38.57 	300.56 	12.92 	55.11 	0.27 	183
41000	山仔腳	山	29.97 	1211.44 	321.07 	1.57 	19.17 	0.02 	124
17042	龍揚山莊	山	30.20 	1045.01 	749.87 	1.11 	29.70 	0.17 	81
33007	比佛利山莊	山	30.20 	124.63 	1126.45 	4.85 	475.30 	0.14 	81
15582	東烏山頭	山	30.25 	72.42 	443.34 	26.67 	10.85 	0.46 	21
24426	山產市	山	30.33 	1320.84 	306.63 	0.75 	14.22 	0.09 	19
34501	枕山一村	山	30.35 	631.64 	350.22 	15.01 	6.75 	0.01 	66
4918	萬山倒影	山	30.68 	370.10 	238.02 	14.18 	75.62 	0.01 	23
999	更寮山	山	30.76 	1983.75 	300.31 	8.22 	143.47 	0.13 	117
20095	烏山頭	山	30.86 	54.01 	451.60 	1.28 	107.87 	0.01 	24
14730	幼農山莊	山	30.95 	5606.49 	237.34 	0.63 	138.59 	0.26 	86
17152	頤樂山莊	山	31.01 	140.85 	419.65 	1.18 	194.17 	0.35 	203
10371	尖山	山	31.13 	55.54 	398.04 	8.46 	599.40 	0.13 	178
17638	綠陽山莊	山	31.18 	335.19 	195.25 	14.61 	1045.44 	0.10 	47
37586	山壩	山	31.43 	23.12 	438.68 	1.12 	8.96 	0.01 	9
16843	鴻福山莊	山	31.58 	4.98 	651.52 	16.27 	133.35 	0.01 	81
8484	山壩	山	31.64 	329.30 	918.06 	10.74 	129.92 	0.01 	9
32483	山海	山	31.72 	1250.33 	396.66 	13.09 	154.98 	0.37 	116
12845	大山母	山	31.77 	29.65 	158.14 	0.71 	24.47 	0.01 	52
35118	赤山	山	31.86 	55.35 	220.39 	14.92 	347.98 	0.22 	98
41038	無線電山	山	31.93 	74.79 	786.11 	7.58 	108.20 	0.01 	124
10171	半山仔	山	31.94 	165.45 	622.70 	1.19 	25.97 	0.03 	183
32313	半山雅	山	31.94 	681.85 	494.59 	0.44 	32.97 	0.08 	183
17367	蓬萊山莊	山	32.02 	844.72 	798.11 	3.24 	19.43 	0.44 	133
22299	尖山仔	山	32.22 	978.43 	417.39 	1.56 	15.24 	0.22 	55
41798	尖山仔	山	32.22 	1099.96 	550.72 	31.59 	123.13 	0.02 	55
37149	中山新村	山	32.24 	101.14 	312.32 	4.32 	5.45 	0.01 	95
322	山腳	山	32.46 	157.23 	181.92 	17.84 	155.17 	0.01 	151
6889	山柑尾	山	32.75 	87.43 	303.40 	1.28 	23.80 	0.02 	22
37731	下山仔腳	山	32.78 	227.33 	315.38 	2.79 	74.91 	0.02 	68
6869	龜山腳	山	32.85 	211.36 	351.41 	9.91 	201.95 	0.17 	183
19770	卦山莊	山	32.89 	4181.62 	701.37 	14.82 	28.21 	0.15 	83
25050	上景山莊	山	33.17 	421.96 	731.88 	0.52 	65.27 	0.01 	80
17460	檨山庄	山	33.46 	1525.18 	892.23 	6.40 	8.47 	0.01 	23
12984	自強山莊	山	33.59 	156.54 	466.51 	22.52 	25.28 	0.15 	147
33100	山海大地	山	33.61 	510.01 	302.44 	0.55 	21.07 	0.01 	172
19663	南山春曉社區	山	33.74 	198.46 	241.79 	1.07 	102.83 	0.01 	160
1165	尖山仔	山	33.90 	158.31 	355.09 	21.07 	253.54 	0.34 	107
1166	尖山仔腳	山	33.90 	41.87 	663.75 	1.53 	27.44 	0.02 	107
14667	秀林山莊	山	33.95 	28.19 	782.36 	13.55 	68.52 	0.05 	26
21548	山腳	山	33.96 	6747.72 	393.39 	18.44 	61.44 	0.35 	130
887	柴寮山	山	34.00 	14466.23 	987.97 	28.85 	136.99 	0.05 	132
35083	山下	山	34.08 	477.90 	975.40 	9.09 	182.51 	0.01 	88
31082	下山下	山	34.14 	26.36 	349.46 	1.26 	591.34 	0.02 	41
9243	青山別莊	山	34.39 	69.80 	221.78 	2.18 	163.17 	0.05 	59
7665	半山子	山	34.43 	234.13 	367.76 	1.18 	595.65 	0.22 	188
4208	城山	山	34.53 	1201.50 	351.79 	0.82 	9.76 	0.01 	193
19561	城山	山	34.53 	272.44 	263.80 	14.85 	98.09 	0.03 	193
12240	橫山	山	34.64 	6668.10 	526.62 	7.09 	4.82 	0.28 	79
3655	山仔腳莊	山	34.68 	60.09 	454.76 	2.64 	85.36 	0.04 	156
12622	吉山	山	34.78 	1535.95 	231.66 	10.07 	14.55 	0.02 	9
8973	山海	山	34.81 	2337.12 	388.36 	22.77 	571.88 	0.38 	116
21391	山腳古井仔頭	山	34.95 	38.66 	1220.45 	1.26 	32.76 	0.27 	161
17479	歐克山莊	山	35.17 	44.50 	422.08 	21.62 	163.24 	0.36 	161
28438	美山部落	山	35.36 	3629.43 	256.10 	10.55 	228.29 	0.16 	230
33649	山寮	山	35.67 	44.45 	393.36 	24.97 	8.62 	0.42 	10
6860	孝友山莊	山	35.72 	745.19 	235.59 	14.11 	149.14 	0.23 	174
11150	崩山	山	36.02 	123.40 	265.12 	0.47 	72.85 	0.01 	136
33145	山上	山	36.10 	1403.83 	840.24 	1.57 	3.01 	0.05 	74
36855	山葡萄山莊	山	36.19 	86.60 	210.22 	6.55 	23.17 	0.29 	169
30529	十八尖山腳	山	36.33 	75.93 	331.87 	3.40 	9.47 	0.02 	110
36072	中山新村	山	36.35 	44.56 	180.25 	1.21 	59.92 	0.48 	35
40431	上山下	山	36.52 	46.91 	407.63 	21.10 	57.47 	0.34 	88
20693	山下	山	36.82 	93.83 	158.14 	34.43 	109.20 	0.48 	128
35031	山下	山	36.82 	4181.62 	418.65 	9.49 	9.00 	0.01 	128
36804	山西	山	37.03 	32.31 	724.81 	19.97 	14.40 	0.22 	52
30525	十八尖山腳	山	37.07 	172.99 	1328.87 	0.80 	888.01 	0.02 	110
11125	紅秋山	山	37.13 	55.51 	713.98 	27.58 	29.17 	0.18 	140
39606	枕山社區	山	37.38 	253.65 	323.71 	2.22 	5.22 	0.01 	110
23136	龜仔律山	山	37.47 	11.43 	560.05 	7.50 	141.37 	0.02 	185
8236	陽明山莊	山	37.61 	149.44 	385.60 	1.32 	14.84 	0.02 	74
9280	大山塘	山	37.74 	7342.17 	138.47 	25.77 	337.95 	0.07 	81
38973	虎子山	山	38.69 	1.06 	314.84 	1.30 	161.51 	0.01 	176
8845	崩山腳	山	38.94 	148.21 	334.73 	10.24 	8.92 	0.15 	171
37140	中山社區	山	39.01 	133.23 	456.79 	0.82 	21.92 	0.08 	87
2093	神源山莊	山	39.16 	422.87 	404.09 	1.04 	476.05 	0.12 	59
37196	神源山莊	山	39.16 	18738.12 	529.62 	2.03 	11.37 	0.49 	59
8773	七堵山腳	山	39.27 	67.99 	256.29 	2.63 	28.18 	0.01 	121
13653	米蘭山莊	山	39.29 	626.02 	232.19 	1.00 	376.87 	0.38 	151
39758	豬肚山	山	39.33 	192.23 	319.14 	0.87 	10.86 	0.02 	187
31084	下山仔腳	山	39.91 	89.20 	335.35 	1.53 	16.31 	0.02 	94
16842	鴻祥山莊	山	40.25 	163.30 	233.85 	21.95 	482.89 	0.22 	190
33711	大山寮	山	40.27 	449.03 	536.96 	0.57 	233.19 	0.01 	7
19282	香山庄	山	40.36 	20.47 	302.07 	12.81 	465.82 	0.02 	82
7699	白馬山莊	山	40.42 	592.67 	221.38 	1.03 	95.16 	0.02 	124
29452	山腳	山	40.66 	23.86 	613.82 	6.28 	95.35 	0.01 	117
29743	下山腳	山	40.71 	24.85 	462.37 	0.89 	18.31 	0.25 	97
29736	山子腳	山	40.82 	439.48 	341.11 	22.53 	14.23 	0.01 	102
362	山子腳	山	41.00 	966.90 	358.82 	1.55 	18.39 	0.02 	198
21523	印山町	山	41.32 	4069.41 	1084.21 	1.27 	196.34 	0.01 	197
35669	伯爵山莊	山	41.34 	128.66 	799.44 	1.36 	97.99 	0.02 	98
15471	山子腳	山	41.42 	404.53 	607.24 	0.94 	30.95 	0.02 	49
5088	番仔山	山	41.93 	689.62 	276.88 	1.30 	13.05 	0.02 	82
38175	番仔山	山	41.93 	677.56 	502.84 	15.28 	30.20 	0.09 	82
5803	亞洲山莊	山	42.33 	125.17 	265.79 	13.14 	112.91 	0.21 	57
30210	三和麗景山莊	山	42.34 	158.61 	315.91 	23.96 	16.51 	0.05 	13
11789	圓仔山	山	42.38 	24.73 	654.37 	0.72 	70.85 	0.19 	63
18306	陽明山莊	山	42.39 	733.75 	374.92 	0.95 	87.66 	0.01 	115
36073	南山社區	山	42.46 	1726.94 	946.50 	0.69 	8.74 	0.03 	50
7692	瓏山林	山	42.51 	4866.26 	1028.75 	7.31 	192.72 	0.02 	124
13806	北中山	山	42.65 	47.16 	364.58 	4.63 	4.35 	0.07 	100
36311	山子門	山	42.74 	22024.75 	332.12 	10.57 	116.56 	0.01 	79
21667	龜馬山	山	42.81 	129.41 	356.07 	11.43 	51.02 	0.01 	235
25705	山腳	山	43.00 	53.55 	358.34 	1.48 	435.31 	0.06 	96
25720	山腳	山	43.00 	44.18 	260.21 	1.51 	88.56 	0.02 	96
20318	大山角	山	43.17 	632.68 	228.49 	15.12 	97.19 	0.01 	79
36809	山村	山	43.41 	288.23 	294.62 	2.96 	131.74 	0.11 	64
12408	麗景山莊	山	43.49 	235.68 	787.21 	0.62 	575.56 	0.42 	16
16223	明園山莊	山	43.82 	40.53 	737.41 	1.19 	122.29 	0.48 	174
13658	羊寮山	山	44.09 	35.23 	276.10 	14.88 	24.04 	0.01 	80
16573	瓏山林山莊	山	44.35 	650.17 	533.64 	0.71 	4.22 	0.11 	124
40071	後山	山	44.56 	182.35 	241.71 	0.73 	222.35 	0.02 	213
16187	忠孝山莊	山	44.58 	22.48 	620.93 	1.53 	6.51 	0.02 	91
17799	綠谿山莊	山	44.58 	34.70 	480.65 	28.26 	127.45 	0.25 	91
2951	北中山	山	45.02 	207.02 	435.80 	23.80 	18.41 	0.40 	128
8258	尖山腳	山	45.03 	73.49 	234.27 	2.58 	33.97 	0.05 	185
24530	尖山腳	山	45.03 	224.11 	543.12 	1.04 	8.20 	0.29 	185
10677	西山尾	山	45.40 	20.31 	1005.34 	4.87 	8.20 	0.07 	132
40539	尖山	山	45.43 	199.62 	316.51 	15.35 	365.45 	0.27 	285
19480	春陽山莊	山	45.78 	17.51 	364.20 	24.13 	7.02 	0.13 	103
19662	南山	山	46.18 	235.66 	806.00 	1.35 	9.35 	0.13 	20
40070	山尾仔	山	46.44 	82.72 	357.66 	1.40 	182.79 	0.27 	216
32866	下圭柔山	山	46.46 	292.58 	262.49 	13.50 	12.18 	0.01 	98
18982	袁厝山	山	46.76 	320.10 	534.23 	0.81 	159.83 	0.02 	24
41597	山背	山	46.77 	3025.64 	261.82 	0.66 	188.10 	0.13 	66
15257	枕頭山	山	46.93 	18.25 	245.15 	26.98 	112.33 	0.10 	119
6385	山鼻仔	山	47.07 	499.53 	267.66 	21.84 	169.23 	0.36 	77
27481	日月山莊	山	47.13 	260.94 	176.04 	13.94 	518.32 	0.01 	20
11133	美灩山	山	47.36 	365.33 	223.13 	0.81 	221.86 	0.01 	159
2943	東山	山	47.40 	45.39 	638.97 	22.77 	223.41 	0.01 	118
2955	東山	山	47.40 	589.85 	452.41 	1.24 	136.60 	0.01 	118
3001	東山	山	47.40 	590.43 	299.95 	14.03 	16.36 	0.48 	118
6530	東山	山	47.40 	68.85 	369.35 	3.88 	7.55 	0.26 	118
37879	山豬運	山	47.45 	29.49 	1001.47 	0.65 	97.90 	0.01 	54
37857	山河壽	山	47.51 	160.49 	428.06 	1.02 	100.48 	0.06 	79
40535	美艷山	山	47.91 	16079.22 	527.33 	0.49 	620.37 	0.02 	159
3659	山佳	山	47.94 	71.98 	289.34 	14.34 	184.04 	0.23 	224
35616	圓山仔	山	47.97 	25.61 	334.49 	27.65 	93.62 	0.35 	217
27136	山仔背	山	48.09 	874.92 	679.06 	19.62 	21.35 	0.10 	36
37141	中山國寶	山	48.12 	1111.32 	1781.36 	0.28 	104.32 	0.23 	21
19103	神龍山莊	山	48.18 	27.10 	1010.58 	4.69 	12.98 	0.20 	121
40286	美山	山	48.48 	91.21 	708.60 	23.27 	63.95 	0.30 	228
6329	山腳	山	48.72 	113.08 	191.65 	0.90 	346.87 	0.01 	61
24730	山下	山	49.02 	46.92 	786.48 	1.37 	97.18 	0.02 	20
22241	棕櫚山莊	山	49.27 	8267.48 	388.43 	0.62 	170.48 	0.02 	198
23133	茶山	山	49.32 	2611.07 	252.70 	1.00 	451.42 	0.01 	257
24070	上山	山	49.36 	117.92 	259.15 	15.80 	4.27 	0.02 	86
33144	山上	山	49.66 	2367.83 	1007.30 	1.00 	118.00 	0.02 	83
37848	竹山	山	49.72 	698.40 	433.22 	1.28 	12.28 	0.60 	108
36832	山塘	山	49.74 	696.71 	240.71 	26.82 	78.05 	0.15 	45
39266	山仔腳	山	50.08 	17492.83 	253.76 	0.71 	611.04 	0.09 	224
17149	頭樂山莊	山	50.34 	28.60 	1125.49 	7.11 	194.57 	0.10 	217
25255	山腳	山	50.47 	28.96 	1148.10 	20.44 	508.10 	0.02 	74
24842	山廣	山	50.95 	80.15 	951.41 	0.70 	97.99 	0.35 	304
38208	白宮山莊	山	51.20 	596.76 	212.22 	0.62 	26.35 	0.01 	98
14801	尖山	山	51.29 	883.28 	591.63 	2.06 	251.62 	0.01 	62
29189	尖山	山	51.29 	146.91 	220.78 	6.82 	7.93 	0.01 	62
1852	豐山	山	51.40 	116.72 	433.50 	1.74 	18.68 	0.02 	22
37667	獅山	山	51.54 	60.94 	649.28 	1.04 	1091.02 	0.10 	101
25913	山腳下	山	51.79 	39.81 	385.02 	0.73 	940.31 	0.24 	272
3282	加走山	山	51.98 	30.59 	1035.33 	5.69 	96.76 	0.08 	95
26370	剝山仔	山	52.16 	2175.14 	480.17 	17.75 	224.80 	0.01 	146
41592	員山	山	52.31 	146.74 	337.06 	19.99 	183.45 	0.50 	61
13418	外山腳	山	52.41 	35.69 	294.40 	1.00 	30.48 	0.38 	54
32757	雲海山莊	山	52.61 	78.01 	355.94 	0.42 	265.34 	0.03 	93
35987	山尾	山	52.74 	466.28 	424.74 	4.21 	19.11 	0.01 	113
25249	武嶺山莊	山	52.84 	61.10 	401.79 	11.10 	107.80 	0.18 	99
23720	圓山子	山	52.96 	1276.99 	526.90 	0.60 	7.41 	0.01 	39
25712	大山腳	山	53.27 	143.11 	284.36 	25.65 	9.16 	0.02 	92
30586	圓山仔	山	53.44 	286.23 	637.04 	1.75 	354.64 	0.01 	38
32979	豐山部落	山	53.51 	919.12 	427.68 	14.32 	48.77 	0.25 	24
10968	員山仔	山	53.64 	332.12 	555.20 	2.95 	116.56 	0.10 	38
36405	下員山	山	53.73 	56.31 	258.75 	1.00 	3.56 	0.03 	36
17265	橫山	山	54.13 	11.21 	1075.01 	1.12 	17.56 	0.01 	97
25722	衡山	山	54.13 	120.79 	508.94 	24.95 	533.03 	0.04 	97
1410	鳳梨山	山	54.24 	18.92 	833.57 	1.37 	172.66 	0.06 	95
36535	員山仔	山	54.50 	32.22 	358.09 	1.38 	17.37 	0.01 	40
35787	山腳	山	54.57 	3005.59 	248.51 	1.00 	15.60 	0.04 	64
16096	明志山莊	山	54.83 	2052.46 	919.68 	0.43 	555.97 	0.03 	226
9288	山廣社區	山	54.86 	28.46 	810.15 	15.96 	25.01 	0.03 	318
31622	崩山崖	山	55.00 	898.14 	207.00 	8.24 	691.47 	0.01 	88
41595	山下	山	55.14 	52.10 	442.32 	7.59 	286.95 	0.45 	58
2710	圓山	山	55.35 	13.11 	957.36 	18.36 	281.50 	0.29 	256
11787	圓山岡	山	55.90 	765.35 	372.89 	15.97 	155.24 	0.15 	43
30032	竹山	山	56.19 	146.09 	841.81 	30.64 	124.71 	0.56 	117
2463	虎頭山腳	山	56.40 	7078.99 	224.38 	1.15 	15.60 	0.02 	100
35761	崩山頭	山	56.50 	6282.38 	408.56 	6.78 	19.79 	0.05 	34
11359	員山子	山	56.96 	28.98 	759.90 	18.39 	38.94 	0.21 	42
25044	結福山莊	山	57.26 	48.11 	328.97 	0.61 	27.87 	0.16 	118
16926	嶺口山莊	山	57.54 	201.90 	306.36 	0.80 	7.91 	0.17 	112
17637	綠野山莊	山	57.64 	117.09 	317.97 	9.11 	282.70 	0.38 	145
17811	翠屏山莊	山	57.64 	14.39 	400.10 	19.66 	174.34 	0.32 	145
26763	佛山	山	57.84 	6496.07 	448.50 	1.47 	610.52 	0.02 	93
2469	花旗山莊	山	57.92 	158.23 	159.68 	23.94 	98.09 	0.41 	110
25896	崗山頭	山	58.08 	280.02 	252.42 	8.39 	106.32 	0.02 	226
37884	下茅草山	山	58.29 	226.43 	394.94 	3.14 	272.84 	0.26 	105
27176	小山	山	58.31 	27.80 	541.99 	31.46 	411.85 	0.02 	82
2460	山腳	山	58.47 	7073.86 	211.86 	7.85 	97.31 	0.12 	110
34974	尖筆山腳	山	58.87 	3540.52 	586.45 	0.66 	595.79 	0.19 	73
16534	關山	山	58.99 	12.48 	822.15 	26.38 	857.44 	0.46 	147
9705	山塘尾	山	59.03 	2777.30 	214.21 	7.24 	23.00 	0.01 	110
17690	鳶山下	山	59.05 	219.15 	651.39 	17.17 	132.78 	0.11 	212
32885	鳶山下	山	59.05 	223.76 	502.83 	1.30 	341.32 	0.10 	212
10382	托皿山	山	59.06 	166.07 	682.50 	14.74 	100.45 	0.10 	127
24919	圓山	山	59.07 	32.13 	585.65 	9.20 	216.56 	0.14 	194
35537	山豬堀	山	59.11 	39.21 	357.47 	10.56 	913.48 	0.02 	93
35671	山豬堀	山	59.17 	13.45 	299.74 	0.51 	7.45 	0.17 	93
19800	玩山園	山	59.48 	328.03 	742.74 	0.64 	8.10 	0.01 	145
12996	西山	山	59.49 	1006.72 	415.51 	33.10 	1021.99 	0.59 	225
36850	山腳下	山	59.53 	614.71 	222.21 	10.55 	316.31 	0.01 	223
37863	崗山頭	山	60.07 	27.86 	498.72 	2.70 	8.19 	0.01 	228
14170	尖山社區	山	60.08 	56.73 	466.67 	2.36 	7.15 	0.22 	107
30965	文山	山	60.52 	26.09 	337.52 	0.90 	12.11 	0.02 	125
40057	山隙	山	60.55 	43.39 	437.28 	16.17 	19.04 	0.04 	206
40580	枋山	山	60.58 	14.39 	562.76 	19.41 	405.03 	0.32 	333
15885	得勝山莊	山	60.69 	213.27 	400.52 	6.77 	10.28 	0.01 	104
17485	潑墨山莊	山	60.82 	19.15 	296.86 	0.89 	79.65 	0.01 	177
32778	海天山莊	山	61.09 	261.85 	936.56 	0.60 	7.24 	0.28 	233
14065	迎旭山莊	山	61.10 	1480.55 	407.26 	3.35 	11.66 	0.01 	77
35627	老崩山	山	61.40 	830.07 	178.06 	24.19 	69.46 	0.02 	134
31632	橫山尾	山	61.63 	553.69 	406.02 	1.14 	29.75 	0.01 	53
12721	五峰山莊	山	61.87 	1135.92 	441.79 	1.15 	6.92 	0.10 	231
18929	深澳山腳	山	62.38 	980.15 	399.94 	1.07 	91.68 	0.16 	163
17797	綠葉山莊社區	山	62.72 	232.74 	401.15 	1.21 	170.23 	0.26 	186
13470	白鷺山莊	山	62.82 	15.18 	448.87 	1.99 	310.46 	0.01 	175
6605	山佳社區	山	62.92 	2794.29 	337.08 	0.81 	833.56 	0.02 	222
21321	下山腳	山	62.99 	7862.16 	291.03 	11.38 	6.40 	0.19 	124
18305	陽明山莊	山	63.35 	1152.39 	457.49 	0.71 	164.25 	0.05 	341
3658	西山	山	63.56 	158.69 	288.42 	18.81 	268.54 	0.29 	222
40527	下山塘	山	63.75 	164.61 	376.38 	0.68 	70.29 	0.02 	133
29863	尖山堆	山	64.14 	29.02 	789.54 	2.00 	12.08 	0.16 	84
7841	碧山山莊	山	64.81 	288.02 	141.49 	22.36 	19.16 	0.02 	188
19589	長青山莊	山	65.84 	668.46 	416.94 	27.85 	128.27 	0.48 	144
41099	桃子山	山	65.86 	39.54 	744.99 	1.03 	17.35 	0.04 	187
16168	松柏山莊	山	65.99 	269.61 	725.93 	1.46 	46.89 	0.02 	100
11666	犁頭山下	山	66.05 	23.40 	364.78 	22.34 	3.65 	0.36 	147
18788	脫山子	山	66.27 	1099.24 	361.66 	4.42 	682.38 	0.02 	111
41090	西山仔	山	66.37 	259.92 	218.53 	7.39 	157.85 	0.49 	156
1408	媽祖婆山	山	66.98 	1001.01 	646.37 	2.10 	317.25 	0.20 	110
29594	客雅山	山	67.02 	37.63 	351.57 	1.89 	40.63 	0.17 	102
11260	袁屋山	山	67.16 	198.34 	292.21 	0.90 	427.55 	0.02 	22
39035	大山溏	山	67.43 	397.66 	418.36 	1.56 	11.10 	0.02 	123
15250	乳姑山	山	67.72 	16.03 	1061.21 	15.84 	7.74 	0.19 	85
33008	比佛利山莊	山	67.89 	73.36 	231.70 	21.50 	15.20 	0.57 	112
6888	山柑	山	68.02 	184.17 	246.56 	1.80 	9.72 	0.01 	29
40428	奶姑山	山	68.14 	16.75 	551.15 	1.52 	18.50 	0.19 	81
9126	泰山	山	68.23 	298.79 	233.55 	15.24 	139.71 	0.24 	19
1574	山子腳	山	68.45 	3950.63 	508.15 	1.07 	10.05 	0.01 	53
3222	福利山莊	山	68.51 	297.87 	588.10 	1.01 	91.25 	0.02 	161
33359	公山仔	山	68.72 	52.95 	450.08 	16.40 	9.56 	0.01 	166
15475	山仔門	山	68.90 	399.35 	357.90 	1.32 	3.89 	0.15 	65
4318	獅頭山腳	山	68.95 	111.07 	677.71 	14.31 	24.14 	0.01 	206
35567	山尾厝	山	68.98 	504.67 	559.75 	4.57 	103.52 	0.17 	157
37039	山豬窩	山	69.31 	36.44 	397.12 	14.76 	7.54 	0.01 	106
33111	山子?	山	69.39 	178.54 	569.80 	2.51 	5.43 	0.01 	56
19899	 山豬窟	山	69.64 	227.29 	580.26 	0.82 	96.84 	0.01 	107
31665	山豬窟	山	69.64 	78.07 	1285.26 	21.25 	43.92 	0.13 	107
16557	寶山別墅	山	69.85 	23.40 	354.73 	0.70 	37.59 	0.01 	136
17420	黎頭山下	山	70.42 	1337.09 	315.67 	41.49 	6.06 	0.15 	151
25912	山腳	山	70.60 	42.97 	398.12 	0.43 	6.82 	0.02 	298
15788	晨曦山莊	山	70.75 	65.47 	307.75 	2.78 	9.09 	0.04 	111
39614	東山	山	70.76 	241.49 	407.70 	0.50 	57.69 	0.05 	79
15482	山仔腳	山	70.84 	154.76 	245.19 	7.42 	8.18 	0.15 	148
21695	觀音山	山	71.03 	93.26 	400.85 	1.92 	356.33 	0.18 	142
10370	尖山	山	71.77 	1111.58 	209.30 	1.49 	174.65 	0.22 	123
29242	山仔腳	山	72.05 	135.18 	219.71 	1.25 	148.30 	0.01 	152
6765	西山	山	72.75 	469.38 	235.27 	3.74 	12.61 	0.06 	109
27051	西山	山	72.75 	261.94 	747.13 	1.41 	8.15 	0.48 	109
33366	虎頭山	山	72.86 	112.16 	239.29 	7.55 	118.56 	0.18 	103
13654	米蘭山莊	山	73.20 	575.09 	358.19 	1.21 	120.94 	0.12 	185
36684	山東	山	73.40 	30.71 	398.63 	0.94 	93.00 	0.62 	35
25667	草山	山	73.41 	25.23 	396.18 	9.52 	12.82 	0.02 	109
17699	鳳形山莊	山	73.45 	25.22 	833.09 	8.01 	18.02 	0.02 	98
17535	鳳凰山莊	山	73.76 	9017.39 	338.28 	3.54 	20.02 	0.01 	165
35201	赤山寮	山	73.87 	129.99 	505.92 	0.45 	220.18 	0.01 	22
15810	唐寧山莊	山	74.09 	187.08 	349.07 	1.01 	18.65 	0.17 	130
5637	山邊	山	74.28 	445.24 	738.64 	8.11 	8.06 	0.35 	277
1495	葉厝山	山	75.22 	22.85 	418.21 	0.82 	8.60 	0.05 	106
38948	圓仔山	山	75.27 	41.18 	340.87 	13.30 	5.21 	0.01 	113
9054	華山	山	75.28 	277.25 	229.72 	0.50 	85.55 	0.01 	175
25555	舜德山莊	山	75.83 	127.82 	687.03 	3.58 	727.25 	0.01 	244
7306	山尾	山	76.07 	81.78 	139.56 	22.68 	222.74 	0.44 	96
34614	山尾	山	76.07 	78.86 	404.48 	4.64 	4.31 	0.09 	96
22428	雲鄉山莊	山	76.88 	10.47 	1570.40 	0.77 	9.63 	0.25 	247
35068	山陂塘	山	77.50 	16.95 	523.28 	1.70 	66.77 	0.44 	94
11819	矮山	山	77.61 	101.37 	448.55 	3.36 	7.16 	0.05 	115
41058	山寮	山	77.83 	95.40 	525.27 	0.80 	84.86 	0.31 	185
7084	香山	山	78.25 	47.40 	378.57 	1.31 	10.55 	0.01 	206
16029	松山	山	78.26 	1448.84 	298.05 	11.81 	49.41 	0.19 	51
11631	雷公山	山	78.68 	46.09 	375.94 	10.42 	408.25 	0.16 	281
37704	尖山	山	78.69 	7038.04 	213.14 	1.31 	919.99 	0.02 	98
2750	山棕寮	山	78.74 	40.18 	620.98 	13.56 	10.80 	0.15 	356
27169	小龜山	山	78.98 	536.55 	437.01 	6.11 	6.48 	0.01 	74
17692	鳳山	山	79.02 	240.36 	266.40 	10.80 	190.29 	0.26 	126
31122	文英山莊	山	79.26 	17.22 	575.67 	6.64 	123.75 	0.27 	86
32199	大堯山莊	山	79.35 	802.24 	319.08 	0.58 	123.38 	0.01 	136
33449	小烏山	山	79.76 	29.97 	661.24 	1.00 	8.91 	0.11 	90
31092	山豬陷	山	79.81 	46.85 	610.48 	1.28 	148.77 	0.01 	184
9976	五鶴山	山	80.01 	83.50 	352.93 	6.65 	5.61 	0.10 	24
36607	圓山	山	80.57 	611.12 	694.71 	19.35 	3.52 	0.26 	87
31764	小烏山、烏山腳	山	80.64 	479.83 	442.84 	1.28 	580.65 	0.01 	90
5786	上帝爺山仔	山	80.94 	39.37 	710.64 	5.69 	91.77 	0.08 	190
