FID	place_name	category1	DEM_RANGE	DEM_MEAN	HDIS_MIN	HDIS_MEAN	FAC_MEAN	GRA_MEAN	RELIEF_MEAN	ROUGHNESS_MEAN	VDIS_MIN_	VDIS_MEAN
35584	«nÆWÀY	ÆW	133.0 	26.6 	509.1 	855.3 	20.9 	13.4 	146.8 	0.2 	0.0 	26.6 
35714	«nÆW°ê¦v	ÆW	68.0 	32.6 	468.2 	958.2 	28.5 	4.7 	88.4 	0.1 	0.0 	11.2 
36127	¤ºÆW	ÆW	119.0 	148.9 	0.0 	284.0 	555.4 	8.9 	99.3 	0.1 	0.0 	35.5 
36264	ÆW¾ô	ÆW	87.0 	61.0 	0.0 	315.1 	1729.0 	4.6 	67.7 	0.1 	0.0 	9.8 
36712	ÆW¥C	ÆW	98.0 	163.9 	0.0 	190.6 	280.2 	11.7 	124.5 	0.2 	0.0 	23.2 
37083	ÆW¥C¥J	ÆW	49.0 	39.4 	89.4 	586.6 	20.9 	2.8 	55.1 	0.0 	2.0 	18.3 
37115	¤û¬DÆWµæ¥«¥J	ÆW	2.0 	7.3 	0.0 	247.5 	333.8 	0.5 	2.8 	0.0 	0.0 	1.5 
37744	ÆW¥J	ÆW	25.0 	26.7 	0.0 	198.5 	200.6 	7.0 	26.1 	0.1 	0.0 	8.6 
37971	»OÆWµó	ÆW	5.0 	0.0 	40.0 	90.0 	1.0 	2.7 	3.8 	0.0 	0.0 	0.0 
38428	¥Ø¥[·ÈÆWªÀ	ÆW	8.0 	16.2 	0.0 	307.7 	76.0 	0.9 	7.2 	0.0 	0.0 	2.3 
38826	ºÖ¸SÆW³¡¸¨	ÆW	242.0 	477.2 	0.0 	160.2 	1588.2 	19.8 	273.8 	0.4 	0.0 	53.5 
38912	¬h¾ðÆW	ÆW	12.0 	12.4 	0.0 	227.9 	11680.5 	1.8 	40.4 	0.0 	0.0 	4.0 
38922	ÆW¥Ë	ÆW	39.0 	16.2 	368.8 	730.4 	31.6 	2.9 	51.4 	0.0 	0.0 	12.4 
39028	¥ÛÀYÆW	ÆW	77.0 	71.1 	0.0 	238.9 	2482.1 	5.7 	77.5 	0.1 	0.0 	21.2 
39058	®³¤Ú¥jÆW	ÆW	18.0 	5.7 	0.0 	321.6 	22.4 	2.4 	17.2 	0.0 	0.0 	5.7 
39119	¦N¥jº¿ÆW	ÆW	8.0 	2.7 	40.0 	232.8 	14.7 	1.8 	10.4 	0.0 	0.0 	2.7 
39167	¦N«¦«¦ÆW(Chisyusyuwan)¡B¥d«¦«¦ÆW(Kasyusyuan)	ÆW	269.0 	78.0 	0.0 	224.2 	65.1 	16.2 	282.6 	0.3 	0.0 	42.3 
39170	¹F©T³¡ÆW	ÆW	13.0 	17.7 	452.5 	850.9 	28.7 	1.4 	13.2 	0.0 	2.0 	8.4 
39892	¤jÆW	ÆW	300.0 	561.4 	0.0 	193.2 	128.2 	28.0 	398.4 	0.5 	0.0 	112.4 
40002	¤Q¤KÆW	ÆW	304.0 	407.8 	0.0 	456.6 	2901.8 	19.3 	301.5 	0.3 	0.0 	104.1 
40036	¤ºÆW¤l	ÆW	110.0 	156.8 	0.0 	289.9 	7970.3 	6.2 	85.7 	0.1 	0.0 	20.7 
40221	¤¤©¥ÆW	ÆW	72.0 	63.4 	40.0 	495.3 	24.4 	5.1 	82.4 	0.1 	0.0 	21.4 
40222	¤U©¥ÆW	ÆW	72.0 	63.5 	40.0 	494.7 	24.6 	5.2 	82.9 	0.1 	0.0 	21.5 
40282	©yÆW	ÆW	59.0 	21.5 	0.0 	231.8 	154.4 	9.4 	93.2 	0.1 	0.0 	20.3 
40381	¤K¼dÆW	ÆW	97.0 	259.7 	0.0 	267.6 	2904.2 	9.7 	130.3 	0.2 	0.0 	23.3 
40522	ÆW¨¤	ÆW	53.0 	49.0 	0.0 	176.3 	11925.9 	5.5 	82.9 	0.1 	0.0 	14.7 
40571	«áÆW¥J	ÆW	45.0 	5.7 	40.0 	360.2 	39.1 	3.8 	72.8 	0.1 	0.0 	5.3 
40623	±ÆÆW	ÆW	127.0 	72.7 	447.2 	760.6 	17.6 	9.8 	131.0 	0.2 	4.0 	32.0 
40999	¤j¨FÆW	ÆW	57.0 	7.7 	0.0 	207.5 	98.5 	6.9 	84.1 	0.1 	0.0 	7.4 
41019	ÆW¥J¤º	ÆW	102.0 	20.5 	0.0 	303.7 	61.6 	11.8 	98.2 	0.2 	0.0 	18.4 
41036	¤G¨FÆW	ÆW	111.0 	26.5 	0.0 	347.4 	30.2 	14.7 	115.9 	0.2 	0.0 	26.5 
41040	¤T¨FÆW	ÆW	93.0 	15.7 	40.0 	366.8 	8.1 	12.9 	108.7 	0.2 	0.0 	15.7 
7124	ÆW¼æ¡BÆW¼æ³»	¼æÆW³»	66.0 	116.9 	0.0 	281.5 	133.8 	5.0 	95.7 	0.1 	0.0 	27.0 
16512	ÆW¼æ³»	¼æÆW³»	66.0 	94.1 	0.0 	219.6 	92.8 	8.8 	102.8 	0.1 	0.0 	13.0 
35716	³»ÆW¼æ	¼æÆW³»	12.0 	177.7 	200.0 	663.2 	57.2 	1.7 	14.5 	0.0 	0.0 	11.8 
36753	ÆW¼æ¡BÆW¼æ³»	¼æÆW³»	66.0 	116.9 	0.0 	281.5 	133.8 	5.0 	95.7 	0.1 	0.0 	27.0 
1828	ÆW¼æ	¼æÆW	249.0 	110.4 	0.0 	178.5 	20283.6 	24.8 	348.8 	0.4 	0.0 	57.8 
3792	ÆW¼æ	¼æÆW	145.0 	197.8 	0.0 	133.1 	8011.7 	17.6 	209.3 	0.3 	0.0 	39.5 
12130	ÆW¼æ	¼æÆW	20.0 	42.7 	0.0 	222.3 	115.3 	1.9 	19.2 	0.0 	0.0 	6.9 
12131	ÆW¼æ¥J	¼æÆW	15.0 	55.5 	312.4 	838.1 	37.5 	1.7 	15.5 	0.0 	0.0 	7.3 
12132	ÆW¼æ¥J	¼æÆW	87.0 	68.7 	0.0 	149.4 	4137.4 	8.6 	94.1 	0.1 	0.0 	18.0 
12133	ÆW¼æ¥J	¼æÆW	155.0 	253.7 	0.0 	141.9 	293.0 	17.4 	170.5 	0.3 	0.0 	45.1 
16484	ÆW¼æ	¼æÆW	67.0 	92.4 	0.0 	183.1 	116.3 	9.2 	102.6 	0.1 	0.0 	11.7 
16485	ÆW¼æ	¼æÆW	67.0 	92.4 	0.0 	183.1 	116.3 	9.2 	102.6 	0.1 	0.0 	11.7 
16511	ÆW¼æ§À	¼æÆW	151.0 	260.1 	0.0 	227.1 	3079.9 	12.0 	180.7 	0.2 	0.0 	27.6 
17492	¼æ¥JÆW	¼æÆW	74.0 	20.3 	113.1 	427.0 	9.3 	6.7 	85.3 	0.1 	15.0 	27.7 
24494	ÆW¼æ	¼æÆW	70.0 	90.0 	0.0 	204.0 	3223.2 	8.5 	75.0 	0.1 	0.0 	21.3 
28015	ÆW¼æ	¼æÆW	148.0 	433.8 	0.0 	121.6 	870.9 	19.1 	200.3 	0.3 	0.0 	39.7 
28595	ÆW¼æ	¼æÆW	128.0 	38.0 	0.0 	200.7 	24215.3 	9.9 	137.1 	0.2 	0.0 	22.6 
29593	ÆW¼æ	¼æÆW	10.0 	14.9 	0.0 	178.7 	943.6 	1.5 	11.8 	0.0 	0.0 	4.6 
30379	ÆW¼æ	¼æÆW	10.0 	14.9 	0.0 	180.8 	990.7 	1.5 	11.8 	0.0 	0.0 	4.6 
31447	ÆW¼æ	¼æÆW	107.0 	166.9 	0.0 	162.8 	300.3 	8.5 	112.1 	0.1 	0.0 	19.8 
33998	ÆW¼æ	¼æÆW	12.0 	15.3 	0.0 	187.2 	1127.8 	1.7 	15.6 	0.0 	0.0 	4.8 
4351	³»¸ô§Q¼æ	¼æ³»	3.0 	5.9 	0.0 	250.0 	1476.5 	0.4 	2.8 	0.0 	0.0 	1.7 
5071	¼æ³»	¼æ³»	9.0 	18.6 	40.0 	461.4 	14.7 	1.1 	9.8 	0.0 	0.0 	5.8 
11467	³»¼æ	¼æ³»	6.0 	13.1 	40.0 	526.9 	7.8 	0.8 	5.0 	0.0 	0.0 	4.7 
21197	³»¨¤¼æ	¼æ³»	21.0 	218.9 	0.0 	200.3 	1102.9 	2.0 	21.4 	0.0 	0.0 	9.7 
24291	³»¼æ	¼æ³»	3.0 	4.7 	240.0 	737.8 	11.4 	0.3 	2.6 	0.0 	0.0 	1.7 
24292	³»¼æ¼d	¼æ³»	3.0 	4.7 	240.0 	737.8 	11.4 	0.3 	2.6 	0.0 	0.0 	1.7 
25815	³»¼æ	¼æ³»	9.0 	4.0 	0.0 	245.4 	1129.7 	1.0 	7.1 	0.0 	0.0 	1.3 
26829	³»¼æ	¼æ³»	6.0 	37.4 	0.0 	160.0 	138.9 	0.9 	6.1 	0.0 	0.0 	1.4 
27013	³»¼æ¥J	¼æ³»	45.0 	19.9 	144.2 	593.2 	9.1 	6.0 	46.6 	0.1 	0.0 	17.0 
27014	³»¼æ¥J	¼æ³»	12.0 	177.9 	200.0 	663.3 	56.4 	1.8 	14.5 	0.0 	0.0 	11.5 
30899	³»¼æ	¼æ³»	3.0 	4.7 	240.0 	737.8 	11.4 	0.3 	2.6 	0.0 	0.0 	1.7 
30900	³»¼æ¼d	¼æ³»	3.0 	4.7 	240.0 	737.8 	11.4 	0.3 	2.6 	0.0 	0.0 	1.7 
38302	¼æ³»	¼æ³»	9.0 	18.6 	40.0 	461.4 	14.7 	1.1 	9.8 	0.0 	0.0 	5.8 
23204	©W¼æ	¼æ©W	84.0 	77.7 	0.0 	96.0 	5282.1 	12.0 	91.9 	0.2 	0.0 	20.2 
9697	¤s­û¼æ¤l	¼æ¤s	89.0 	116.1 	425.2 	789.0 	33.7 	18.3 	102.1 	0.3 	0.0 	34.1 
32855	¤s­û¼æ¥J	¼æ¤s	89.0 	116.1 	425.2 	789.0 	33.7 	18.3 	102.1 	0.3 	0.0 	34.1 
204	¥Û¾À¼æ	¼æ	19.0 	7.6 	40.0 	243.6 	16.3 	3.7 	27.9 	0.0 	0.0 	5.6 
360	¼C¼æ	¼æ	98.0 	11.7 	0.0 	237.3 	4302.0 	6.2 	87.4 	0.1 	0.0 	10.8 
629	¼C¼æ	¼æ	110.0 	23.5 	0.0 	323.2 	1022.0 	9.8 	109.5 	0.2 	0.0 	22.6 
1020	°¨©ú¼æ	¼æ	98.0 	26.9 	430.8 	729.2 	25.5 	7.6 	75.7 	0.1 	0.0 	12.5 
1596	°¨Às¼æ	¼æ	13.0 	73.3 	0.0 	110.8 	2197.0 	1.3 	14.7 	0.0 	0.0 	2.7 
1930	¤T¨¤¼æ	¼æ	6.0 	20.6 	320.0 	655.5 	18.7 	0.8 	6.8 	0.0 	1.0 	3.9 
2081	²Â¼æ	¼æ	54.0 	63.6 	40.0 	513.5 	20.6 	9.0 	62.1 	0.1 	0.0 	8.4 
2083	½¬¼æ	¼æ	76.0 	56.1 	240.0 	726.6 	20.0 	9.8 	69.1 	0.1 	0.0 	25.1 
2274	¤Á¨ß¼æ	¼æ	186.0 	254.2 	0.0 	173.1 	7594.2 	8.6 	161.2 	0.1 	0.0 	26.1 
2593	¤ì¥Ê¼æ	¼æ	115.0 	207.3 	0.0 	411.3 	3473.6 	6.3 	122.1 	0.1 	0.0 	22.0 
2919	¤j¤T¨¤¼æ	¼æ	3.0 	22.9 	256.1 	720.5 	7.5 	0.6 	4.6 	0.0 	1.0 	5.0 
3032	¼æ¥Jây	¼æ	10.0 	12.4 	0.0 	220.6 	188.4 	1.0 	7.8 	0.0 	0.0 	3.4 
3184	®g§K¼æ	¼æ	359.0 	454.1 	144.2 	470.3 	8.0 	32.8 	330.5 	0.5 	18.0 	194.3 
3302	Âù³s¼æ	¼æ	3.0 	2.8 	560.0 	881.7 	18.8 	0.5 	3.3 	0.0 	0.0 	0.8 
3304	¤j¼æ	¼æ	4.0 	16.3 	89.4 	601.2 	7.5 	0.5 	3.9 	0.0 	0.0 	1.9 
3305	¤j¼æ	¼æ	4.0 	14.1 	0.0 	353.7 	1748.9 	0.6 	5.3 	0.0 	0.0 	0.8 
3308	ÉÜ¨{¼æ	¼æ	6.0 	14.1 	0.0 	232.3 	2678.8 	0.5 	5.8 	0.0 	0.0 	1.3 
3372	¶ê¼æ¥J	¼æ	3.0 	2.1 	468.2 	978.7 	16.0 	0.5 	3.7 	0.0 	0.0 	1.5 
3482	¯B¼æ	¼æ	4.0 	22.1 	0.0 	272.0 	270.7 	0.4 	3.1 	0.0 	0.0 	1.2 
3636	¿i¾À¼æ	¼æ	338.0 	261.3 	0.0 	211.1 	3959.1 	22.2 	299.3 	0.4 	0.0 	74.1 
3645	¯Q¼Lªø¼æ	¼æ	226.0 	356.2 	0.0 	148.0 	2709.8 	22.8 	237.3 	0.4 	0.0 	58.2 
3703	¼æ©³²ø	¼æ	8.0 	9.3 	40.0 	503.5 	54.5 	1.3 	9.4 	0.0 	0.0 	2.7 
3707	¼æ©³	¼æ	54.0 	9.9 	0.0 	533.8 	27.2 	2.7 	60.5 	0.0 	0.0 	4.0 
3708	¼æ©³«@	¼æ	73.0 	17.1 	256.1 	680.0 	16.7 	5.5 	84.3 	0.1 	1.0 	11.1 
3733	¼æ©³¸]	¼æ	76.0 	12.0 	89.4 	602.9 	19.8 	3.6 	76.9 	0.1 	0.0 	6.2 
3800	ª½¼æ	¼æ	237.0 	233.8 	0.0 	124.9 	5325.1 	21.0 	248.4 	0.4 	0.0 	52.5 
3987	Às¼æ«@	¼æ	11.0 	229.9 	0.0 	307.2 	198.8 	1.0 	11.6 	0.0 	0.0 	5.8 
4308	ª½¼æ	¼æ	103.0 	49.2 	0.0 	206.2 	17376.4 	10.7 	122.6 	0.2 	0.0 	24.6 
4314	¤pºÑ¼æ	¼æ	23.0 	11.6 	0.0 	202.2 	20310.6 	2.5 	19.3 	0.0 	0.0 	7.7 
4607	Âù³s¼æ	¼æ	130.0 	462.9 	0.0 	322.6 	17618.4 	9.9 	130.7 	0.2 	0.0 	42.1 
4670	Às¼æ°ô	¼æ	115.0 	100.0 	506.0 	922.3 	26.5 	16.8 	117.5 	0.3 	0.0 	41.5 
5069	«áÔ³¼æ	¼æ	7.0 	6.6 	0.0 	271.2 	271.4 	0.9 	6.0 	0.0 	0.0 	2.8 
5090	¼æ©³	¼æ	63.0 	32.3 	520.0 	940.7 	23.1 	4.1 	50.7 	0.1 	2.0 	12.0 
5100	¤j¼æ	¼æ	8.0 	21.0 	56.6 	463.0 	18.8 	1.0 	12.2 	0.0 	0.0 	2.2 
5158	¦èÂí¡B¦è¶Õ¼æ	¼æ	8.0 	14.1 	0.0 	222.7 	7470.5 	1.1 	6.9 	0.0 	0.0 	1.7 
5171	³H´ß¼æ	¼æ	35.0 	24.1 	0.0 	134.7 	15349.8 	4.5 	40.7 	0.1 	0.0 	8.1 
5751	¼æ¥J©³	¼æ	42.0 	65.4 	0.0 	242.5 	91.5 	5.5 	46.5 	0.1 	0.0 	8.1 
5824	Äõ¼æDC	¼æ	58.0 	70.1 	341.8 	819.6 	10.1 	6.0 	63.6 	0.1 	0.0 	34.6 
5861	Äõ¼æªá«°	¼æ	94.0 	125.3 	1073.3 	1392.3 	10.0 	9.0 	90.0 	0.1 	3.0 	43.2 
7090	¨ô¤D¼æ	¼æ	7.0 	39.8 	0.0 	192.6 	71.7 	1.1 	7.0 	0.0 	0.0 	2.5 
7091	¤W¼æ	¼æ	7.0 	40.2 	0.0 	197.1 	68.0 	1.1 	6.9 	0.0 	0.0 	2.7 
7092	¤¤¼æ	¼æ	7.0 	39.0 	0.0 	255.4 	59.1 	1.1 	6.5 	0.0 	0.0 	2.2 
7094	¨ô¤D¼æ	¼æ	7.0 	39.8 	0.0 	192.6 	71.7 	1.1 	7.0 	0.0 	0.0 	2.5 
7095	Às¼æ	¼æ	5.0 	38.2 	0.0 	217.8 	1939.9 	1.0 	5.2 	0.0 	0.0 	0.9 
7131	¯ó¼æ	¼æ	30.0 	78.8 	0.0 	202.6 	12084.4 	3.4 	32.0 	0.0 	0.0 	3.2 
7357	¤g¦a¤½¼æ¥J	¼æ	51.0 	84.6 	0.0 	98.1 	8217.6 	6.5 	61.6 	0.1 	0.0 	9.3 
7902	¶ê¼æ	¼æ	41.0 	134.3 	0.0 	300.7 	1920.8 	3.3 	77.3 	0.0 	0.0 	14.4 
8076	¤j¼æ	¼æ	4.0 	13.0 	200.0 	638.3 	26.4 	0.8 	6.1 	0.0 	2.0 	4.1 
8312	¤j¼æ	¼æ	12.0 	44.3 	80.0 	551.5 	15.8 	1.6 	10.7 	0.0 	0.0 	4.1 
8481	¤p¤T¨¤¼æ	¼æ	5.0 	20.6 	304.6 	656.7 	18.6 	0.8 	6.8 	0.0 	1.0 	3.9 
8618	¼æ©³	¼æ	3.0 	14.1 	411.8 	864.3 	8.9 	0.2 	3.4 	0.0 	0.0 	2.1 
9110	¬h¼ð¼æ	¼æ	374.0 	276.1 	0.0 	314.3 	9290.1 	29.4 	351.0 	0.5 	0.0 	150.7 
9315	¤T¸]¼æ	¼æ	212.0 	254.6 	0.0 	159.9 	1035.8 	25.6 	221.2 	0.4 	0.0 	67.9 
9324	¤TÅ|¼æ	¼æ	142.0 	217.8 	0.0 	105.1 	1325.8 	18.4 	165.0 	0.3 	0.0 	35.6 
9511	¤g¦a¤½¼æ	¼æ	164.0 	299.3 	320.0 	694.9 	41.9 	18.2 	183.1 	0.3 	0.0 	73.7 
9673	¤û³m¼æ	¼æ	70.0 	22.1 	0.0 	199.1 	479.5 	8.9 	72.3 	0.1 	0.0 	18.2 
9753	¥Û¨¤¼æ	¼æ	50.0 	39.8 	0.0 	156.1 	2802.9 	6.0 	70.5 	0.1 	0.0 	13.6 
9800	¤j¼æ¥J	¼æ	205.0 	390.6 	0.0 	222.5 	65.0 	25.3 	239.5 	0.4 	0.0 	70.9 
9801	¤j¼æ©³	¼æ	2.0 	6.1 	240.0 	703.4 	26.8 	0.4 	2.3 	0.0 	0.0 	1.3 
9864	¤ë¬Ü¼æ	¼æ	4.0 	15.9 	226.3 	610.1 	14.5 	0.6 	3.9 	0.0 	0.0 	2.9 
9865	¤ë¬Ü¼æ	¼æ	4.0 	16.0 	253.0 	626.4 	14.0 	0.6 	4.0 	0.0 	0.0 	2.9 
10388	¦³À³¤½¼æ	¼æ	164.0 	262.1 	0.0 	173.8 	621.1 	19.5 	191.0 	0.3 	0.0 	46.7 
10693	¦è¶Õ¼æ	¼æ	156.0 	302.5 	0.0 	193.5 	98.7 	17.6 	169.5 	0.3 	0.0 	39.4 
10797	ªø¼æ	¼æ	148.0 	35.4 	0.0 	191.6 	3106.9 	11.4 	153.8 	0.2 	0.0 	27.6 
10838	§¨ºÚ¼æ	¼æ	64.0 	147.1 	0.0 	146.4 	778.4 	4.5 	59.7 	0.1 	0.0 	12.3 
10917	¬_Ýñ¼æ	¼æ	236.0 	165.6 	0.0 	218.5 	312.7 	19.0 	235.1 	0.3 	0.0 	66.3 
10933	­R¥J¼æ	¼æ	169.0 	107.1 	0.0 	223.5 	2525.8 	16.5 	206.5 	0.3 	0.0 	49.5 
11135	­JÀn¼æ	¼æ	104.0 	87.1 	215.4 	613.6 	26.0 	16.8 	102.8 	0.3 	0.0 	40.0 
11415	¯MÄl®°¼æ	¼æ	154.0 	270.8 	0.0 	118.0 	507.9 	19.8 	175.1 	0.3 	0.0 	39.4 
11904	´x¼æ	¼æ	2.0 	2.5 	80.0 	538.4 	14.2 	0.5 	2.0 	0.0 	1.0 	2.5 
12073	½¿½»¼æ	¼æ	294.0 	262.3 	0.0 	176.1 	202.3 	25.3 	287.4 	0.4 	0.0 	91.3 
12074	½¿½»¼æ	¼æ	294.0 	262.3 	0.0 	176.1 	202.3 	25.3 	287.4 	0.4 	0.0 	91.3 
12216	¼æ¥J¤º	¼æ	108.0 	33.9 	0.0 	230.2 	207.6 	6.2 	98.9 	0.1 	0.0 	20.6 
12257	Äª¦Ë¼æ	¼æ	7.0 	11.4 	120.0 	437.7 	39.0 	1.0 	6.9 	0.0 	0.0 	3.0 
12271	¿»¥J¼æ	¼æ	12.0 	32.8 	0.0 	387.5 	1260.5 	1.4 	13.9 	0.0 	0.0 	4.6 
12286	Àsµë¼æ	¼æ	2.0 	4.8 	0.0 	234.0 	436.5 	0.5 	2.3 	0.0 	0.0 	0.5 
12342	¼æÀY	¼æ	33.0 	42.5 	0.0 	209.1 	1578.2 	2.3 	48.1 	0.0 	0.0 	5.2 
12379	¼æ©³	¼æ	9.0 	29.6 	0.0 	170.5 	612.0 	2.0 	10.5 	0.0 	0.0 	3.6 
12462	Àd¾m¼æ	¼æ	167.0 	85.0 	0.0 	193.0 	1465.5 	18.5 	187.2 	0.3 	0.0 	45.2 
12466	ÀsÀV¼æ	¼æ	51.0 	31.1 	0.0 	87.4 	15594.1 	4.6 	47.2 	0.1 	0.0 	6.2 
12495	Â|¥J¼æ	¼æ	120.0 	237.0 	0.0 	179.2 	224.5 	15.1 	139.9 	0.2 	0.0 	37.4 
12496	Â|¼æ	¼æ	152.0 	236.4 	0.0 	144.8 	410.2 	16.5 	176.6 	0.3 	0.0 	31.4 
12504	Âù³s¼æ	¼æ	164.0 	314.2 	0.0 	220.7 	320.3 	11.3 	168.0 	0.2 	0.0 	35.6 
12962	¥Û¼æ	¼æ	12.0 	7.7 	160.0 	651.5 	10.2 	1.2 	13.0 	0.0 	1.0 	5.1 
12979	¦Ò¼æ¼d	¼æ	4.0 	12.4 	377.4 	666.6 	8.6 	0.4 	3.5 	0.0 	1.0 	1.4 
13138	¦Ò¼æ¤l	¼æ	86.0 	103.3 	322.5 	835.1 	11.7 	17.0 	88.4 	0.3 	10.0 	45.4 
13261	¤º¼æ¤l	¼æ	200.0 	306.9 	720.0 	1144.7 	6.0 	23.7 	241.1 	0.4 	102.0 	218.4 
13275	¤½­í¼æ¥J	¼æ	5.0 	14.7 	160.0 	664.0 	27.8 	0.6 	4.9 	0.0 	0.0 	0.8 
13413	¤ý¤½¼æ	¼æ	176.0 	210.3 	0.0 	242.4 	370.1 	14.7 	179.3 	0.2 	0.0 	44.6 
13447	¥~·à¼æ	¼æ	322.0 	400.9 	0.0 	446.4 	79.6 	25.5 	307.8 	0.4 	0.0 	130.7 
13686	¥Ò¬¢¼æ	¼æ	14.0 	32.0 	360.0 	757.6 	39.2 	1.5 	15.1 	0.0 	0.0 	11.5 
13918	«C¼æ	¼æ	210.0 	558.4 	0.0 	174.7 	173.0 	12.7 	217.3 	0.2 	0.0 	41.5 
13919	«C¼æ·s§ø	¼æ	145.0 	62.2 	0.0 	236.4 	592.2 	13.6 	171.4 	0.2 	0.0 	35.1 
14033	ªZ¤B¼æ	¼æ	6.0 	9.1 	126.5 	557.8 	21.5 	0.6 	6.8 	0.0 	2.0 	5.1 
14480	¦è¶Õ¼æ	¼æ	8.0 	14.2 	0.0 	230.7 	6645.2 	1.1 	6.7 	0.0 	0.0 	1.7 
14761	¥ÛÀY¼æ¥J	¼æ	7.0 	14.2 	0.0 	472.7 	828.9 	0.7 	5.5 	0.0 	0.0 	0.5 
14768	¥ÛÁ³¼æ	¼æ	168.0 	758.1 	509.1 	1010.7 	9.2 	17.4 	169.3 	0.3 	0.0 	79.1 
14816	¤j¼æ	¼æ	4.0 	1.4 	360.0 	877.6 	9.2 	1.0 	4.6 	0.0 	0.0 	1.5 
14817	¤j¼æ©¥	¼æ	231.0 	572.6 	0.0 	193.2 	770.7 	23.6 	246.2 	0.4 	0.0 	76.9 
14818	¤j¼æªÀ°Ï	¼æ	4.0 	1.5 	400.0 	913.7 	8.2 	1.1 	4.8 	0.0 	0.0 	1.6 
15195	³À¥À¼æ¤l	¼æ	211.0 	202.9 	0.0 	147.7 	336.7 	20.2 	260.1 	0.3 	0.0 	47.8 
15373	¥Ò¬¢¼æ	¼æ	12.0 	47.6 	0.0 	164.4 	484.5 	1.3 	15.0 	0.0 	0.0 	4.9 
15452	¤jÔ³ÀY¼æ	¼æ	236.0 	165.6 	0.0 	218.5 	312.7 	19.0 	235.1 	0.3 	0.0 	66.3 
15649	¯ó³½¼æ	¼æ	229.0 	301.3 	0.0 	167.1 	14256.3 	19.1 	236.7 	0.3 	0.0 	50.6 
15689	¬Ý¤û¼æ	¼æ	178.0 	98.4 	0.0 	338.8 	14186.9 	19.1 	173.2 	0.3 	0.0 	55.8 
15828	¥Û¾À¼æ	¼æ	338.0 	556.5 	360.0 	730.3 	23.2 	28.5 	342.6 	0.5 	0.0 	151.2 
16608	Äõ¼æªF¬v§O¹Ö	¼æ	77.0 	115.6 	960.8 	1362.1 	12.8 	7.4 	74.3 	0.1 	0.0 	43.4 
16645	Âù½¬¼æ	¼æ	180.0 	168.5 	0.0 	162.0 	560.0 	18.5 	209.1 	0.3 	0.0 	50.2 
16722	ÂÂªZ¼æ	¼æ	336.0 	448.6 	572.7 	879.7 	7.2 	25.2 	346.5 	0.4 	164.0 	332.7 
16723	ÂÂªZ¼æ³¡¸¨	¼æ	433.0 	568.5 	447.2 	796.2 	7.7 	28.2 	408.1 	0.4 	63.0 	258.6 
16744	ÂÂ¶ê¼æ	¼æ	49.0 	65.0 	0.0 	288.9 	784.4 	2.4 	49.7 	0.0 	0.0 	5.2 
16832	Á³¼æªÀ°Ï	¼æ	8.0 	34.6 	0.0 	227.3 	85.9 	0.7 	8.3 	0.0 	0.0 	4.6 
16890	Às¼æ	¼æ	52.0 	66.6 	0.0 	251.5 	93.2 	6.8 	70.2 	0.1 	0.0 	7.8 
16891	Às¼æ	¼æ	4.0 	9.1 	0.0 	196.3 	154.0 	0.5 	4.2 	0.0 	0.0 	0.9 
16893	Às¼æ¦Ê¦~¤jÂí	¼æ	21.0 	227.8 	89.4 	557.5 	8.2 	1.8 	21.6 	0.0 	1.0 	18.2 
16894	Às¼æªá¶é°ê¦v	¼æ	7.0 	229.7 	0.0 	289.4 	106.3 	1.0 	8.2 	0.0 	0.0 	7.5 
16895	Às¼æ·s§ø	¼æ	8.0 	238.2 	288.4 	653.1 	13.1 	0.7 	7.9 	0.0 	0.0 	6.5 
16983	Àn¼æ	¼æ	177.0 	352.0 	0.0 	257.3 	94.3 	25.7 	223.8 	0.4 	0.0 	57.0 
16984	Àn¼æ	¼æ	177.0 	352.0 	0.0 	257.3 	94.3 	25.7 	223.8 	0.4 	0.0 	57.0 
17060	Às¼æ	¼æ	20.0 	14.0 	126.5 	427.7 	23.9 	1.8 	25.8 	0.0 	0.0 	8.0 
17061	Às¼æ	¼æ	8.0 	57.2 	0.0 	152.2 	163.5 	0.7 	9.2 	0.0 	0.0 	3.1 
17062	Às¼æ	¼æ	66.0 	306.6 	256.1 	742.8 	5.8 	4.2 	50.3 	0.1 	6.0 	46.8 
17338	¿cªÛ¼æ	¼æ	130.0 	103.6 	0.0 	126.0 	9528.1 	10.4 	140.6 	0.2 	0.0 	20.9 
17486	¼æ¤l	¼æ	16.0 	167.7 	0.0 	527.0 	51.3 	1.9 	17.1 	0.0 	10.0 	20.3 
17487	¼æ¤l¤j²Ä	¼æ	13.0 	165.9 	0.0 	273.9 	112.5 	1.3 	14.9 	0.0 	0.0 	5.9 
17488	¼æ¤l¤º	¼æ	2.0 	4.6 	0.0 	313.8 	98.0 	0.2 	2.9 	0.0 	0.0 	1.9 
17489	¼æ¤º	¼æ	35.0 	29.8 	0.0 	177.5 	142.3 	5.3 	40.9 	0.1 	0.0 	5.6 
17490	¼æ¤º	¼æ	8.0 	8.4 	344.1 	633.9 	6.1 	0.6 	7.2 	0.0 	0.0 	1.4 
17491	¼æ¥J¼d	¼æ	15.0 	46.0 	0.0 	460.3 	53.2 	1.6 	39.0 	0.0 	0.0 	5.7 
17493	¼æ¦è	¼æ	8.0 	8.4 	312.4 	626.7 	6.0 	0.6 	7.1 	0.0 	0.0 	1.5 
